Session Date,Player Name,Session Title,Session Week Number,Session Start Time,Session End Time,Session Day of Week,Session Type,Drill Date,Drill End Time,Drill Start Time,Drill Title,Accelerations Zone 1,Accelerations Zone 2,Accelerations Zone 3,Accelerations Zone 4,Accelerations Zone 5,Accelerations Zone 6,Accelerations,Accelerations Total Distance Zone 1,Accelerations Total Distance Zone 2,Accelerations Total Distance Zone 3,Accelerations Total Distance Zone 4,Accelerations Total Distance Zone 5,Accelerations Total Distance Zone 6,Acceleration Impulse,Accelerations Total Time Zone 1,Accelerations Total Time Zone 2,Accelerations Total Time Zone 3,Accelerations Total Time Zone 4,Accelerations Total Time Zone 5,Accelerations Total Time Zone 6,Accelerations Zone 3 - Zone 6,Accelerations Zone 4 - Zone 6,Accelerations Zone 5 - Zone 6,Acute Chronic Ratio,Acute,Average Metabolic Power,Average Speed,Chronic,Decelerations,Decelerations Total Distance Zone 1,Decelerations Total Distance Zone 2,Decelerations Total Distance Zone 3,Decelerations Total Distance Zone 4,Decelerations Total Distance Zone 5,Decelerations Total Distance Zone 6,Decelerations Total Time Zone 1,Decelerations Total Time Zone 2,Decelerations Total Time Zone 3,Decelerations Total Time Zone 4,Decelerations Total Time Zone 5,Decelerations Total Time Zone 6,Decelerations Zone 1,Decelerations Zone 2,Decelerations Zone 3,Decelerations Zone 3 - Zone 6,Decelerations Zone 4,Decelerations Zone 4 - Zone 6,Decelerations Zone 5,Decelerations Zone 5 - Zone 6,Decelerations Zone 6,Distance Zone 2 - Zone 6 (Relative),Distance Zone 2 - Zone 6 (Absolute),Distance Zone 3 - Zone 6 (Relative),Distance Zone 3 - Zone 6 (Absolute),Distance Zone 4 - Zone 6 (Relative),Distance Zone 4 - Zone 6 (Absolute),Total Loading,Lower Speed Loading,Distance Per Min,Primary Label,Secondary Label,Tertiary Label,Dynamic Stress Load,Dynamic Stress Load Zone 1,Dynamic Stress Load Time Zone 1,Dynamic Stress Load Zone 2,Dynamic Stress Load Time Zone 2,Dynamic Stress Load Zone 3,Dynamic Stress Load Time Zone 3,Dynamic Stress Load Zone 3 - Zone 6,Dynamic Stress Load Zone 4,Dynamic Stress Load Time Zone 4,Dynamic Stress Load Zone 4 - Zone 6,Dynamic Stress Load Zone 5,Dynamic Stress Load Time Zone 5,Dynamic Stress Load Zone 5 - Zone 6,Dynamic Stress Load Zone 6,Dynamic Stress Load Time Zone 6,Total Distance,Distance Zone 1 (Absolute),Distance Zone 1 (Relative),Distance Zone 2 (Absolute),Distance Zone 2 (Relative),Distance Zone 3 (Absolute),Distance Zone 3 (Relative),Distance Zone 4 (Absolute),Distance Zone 4 (Relative),Distance Zone 5 (Absolute),Distance Zone 5 (Relative),Distance Zone 6 (Absolute),Distance Zone 6 (Relative),Energy Expenditure (Kcal),Equivalent Metabolic Distance,Entries Zone 3 (Absolute),Entries Zone 3 (Relative),Entries Zone 4 (Absolute),Entries Zone 4 (Relative),Entries Zone 5 (Absolute),Entries Zone 5 (Relative),Entries Zone 6 (Absolute),Entries Zone 6 (Relative),Explosive Distance (Absolute),Explosive Distance (Relative),External Work,Fatigue Index,High Intensity Bursts Total Distance,Duration Of High Intensity Bursts,High Intensity Bursts Maximum Speed,Number Of High Intensity Bursts,HML Distance,HMLD Per Minute,HML Time,HML Efforts Total Distance,HML Efforts,High Speed Running (Absolute),HSR Per Minute (Absolute),High Speed Running (Relative),HSR Per Minute (Relative),Impacts,Impacts Zone 1,Impacts Zone 2,Impacts Zone 3,Impacts Zone 3 - Zone 6,Impacts Zone 4,Impacts Zone 4 - Zone 6,Impacts Zone 5,Impacts Zone 5 - Zone 6,Impacts Zone 6,Max Deceleration,Player Max Speed,Metabolic Distance,Metabolic Distance Zone 1,Metabolic Distance Zone 2,Metabolic Distance Zone 3,Metabolic Distance Zone 4,Metabolic Distance Zone 5,Metabolic Distance Zone 6,Max Speed,Metabolic Time,Max Acceleration,No of Satellites,Player Position,Quality of Signal,Step Balance,Speed Intensity,Sprints,Sprint Distance,Player Sprint Threshold,Total Acceleration Loading,Total Deceleration Loading,Average Time Since Last Accel,Average Time Since Last Decel,Average Time Since Last HIB,Average Time Since Last HML Effort,Average Time Since Last Sprint,Total Time,Time Zone 1 (Absolute),Time Zone 1 (Relative),Time Zone 2 (Absolute),Time Zone 2 (Relative),Time Zone 3 (Absolute),Time Zone 3 (Relative),Time Zone 4 (Absolute),Time Zone 4 (Relative),Time Zone 5 (Absolute),Time Zone 5 (Relative),Time Zone 6 (Absolute),Time Zone 6 (Relative)
1/9/2020,Player 2,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,17:06:39,16:57:48,Drill 4,19,47,17,4,1,0,5,38,208,95,42,7,0,99.13,0:00:18,0:01:12,0:00:29,0:00:09,0:00:01,0:00:00,22,5,1,4,8.43,12.36,2.16,2.11,19,30,57,27,32,8,1,0:00:20,0:00:39,0:00:18,0:00:22,0:00:07,0:00:01,26,31,13,32,13,19,5,6,1,940,940,570,570,334,334,17.31,3.72,129.65,,,,59.49,10.53,0:01:02,12.09,0:00:16,9.11,0:00:03,26.89,8.02,0:00:01,17.79,5.29,0:00:00,9.77,4.48,0:00:00,1147,207,207,370,370,236,236,242,242,66,66,26,26,125.46,1413,15,15,13,13,5,5,1,1,184,184,171.3,1,68,0:00:48,8.23,2,277,31.25,0:00:59,290,28,92,10.43,92,10.43,22,629,163,40,62,15,22,5,7,2,5.69,9.51,783,125,239,190,316,218,59,8.23,0:03:45,4.3,20,DEF,311,-0.05,59.49,7,112,5.5,10.11,1.84,0:03:21,0:00:43,0:07:19,0:00:27,0:02:00,0:08:50,0:03:50,0:03:50,0:02:45,0:02:45,0:01:09,0:01:09,0:00:51,0:00:51,0:00:10,0:00:10,0:00:03,0:00:03
1/9/2020,Player 2,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,17:20:32,17:10:37,Drill 5,26,47,13,5,1,0,6,30,205,136,23,18,0,105.22,0:00:16,0:01:11,0:00:32,0:00:07,0:00:03,0:00:00,19,6,1,4,8.43,12.26,2.14,2.11,12,11,72,31,17,20,3,0:00:11,0:00:51,0:00:21,0:00:07,0:00:10,0:00:02,21,41,14,26,6,12,5,6,1,1030,1030,606,606,351,351,18.61,4.29,128.32,,,,52.62,9.94,0:00:59,16.72,0:00:22,10.37,0:00:04,23.53,6.18,0:00:01,13.17,4.77,0:00:00,6.98,2.21,0:00:00,1272,242,242,424,424,255,255,216,216,103,103,31,31,139.38,1570,19,19,8,8,6,6,3,3,172,172,204.98,0.8,138,0:00:46,7.56,5,306,30.89,0:01:04,310,28,134,13.54,134,13.54,18,599,221,49,67,13,18,4,5,1,5.16,9.51,842,132,297,234,302,219,88,8.02,0:04:03,4.17,20,DEF,322,0.02,65.79,9,140,5.5,2.38,4.52,0:02:16,0:01:09,0:02:47,0:00:28,0:01:32,0:09:54,0:04:18,0:04:18,0:03:13,0:03:13,0:01:14,0:01:14,0:00:47,0:00:47,0:00:16,0:00:16,0:00:04,0:00:04
1/9/2020,Player 3,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,17:26:31,16:22:41,Full Session,149,188,72,25,5,0,30,126,524,380,111,24,0,77.43,0:01:38,0:03:54,0:01:54,0:00:38,0:00:07,0:00:00,102,30,5,4,6.86,6.92,1.26,1.71,27,83,334,132,27,28,12,0:01:48,0:04:12,0:01:27,0:00:17,0:00:14,0:00:10,170,192,58,85,12,27,10,15,5,3408,3408,1755,1755,762,762,78.29,30.31,75.68,,,,207.17,43.79,0:04:20,58.54,0:01:18,42.26,0:00:19,93.11,26.96,0:00:05,50.85,15.3,0:00:01,23.89,8.59,0:00:00,4831,1423,1423,1653,1653,993,993,543,543,167,167,52,52,506.65,5706,63,63,28,28,10,10,4,4,531,531,677.87,0.88,171,0:00:46,8.27,7,750,11.74,0:02:54,742,94,219,3.43,219,3.43,71,2603,783,191,262,53,71,14,18,4,7.11,9.46,2583,907,1341,829,1001,575,178,8.27,0:13:22,4.9,20,DEF,324,0.12,235.53,14,241,5.5,14.27,2.7,0:01:29,0:01:39,0:09:41,0:00:40,0:04:26,1:03:49,0:43:29,0:43:29,0:12:59,0:12:59,0:04:47,0:04:47,0:01:59,0:01:59,0:00:27,0:00:27,0:00:07,0:00:07
1/9/2020,Player 3,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,16:36:30,16:22:42,Drill 1,26,43,10,4,4,0,8,13,54,15,11,17,0,84.26,0:00:16,0:00:44,0:00:09,0:00:06,0:00:05,0:00:00,18,8,4,4,6.86,4.07,0.72,1.71,5,12,31,10,2,7,0,0:00:26,0:00:36,0:00:10,0:00:02,0:00:05,0:00:00,43,35,10,15,2,5,3,3,0,288,288,43,43,22,22,14.67,11.46,43.23,,,,23.35,8.37,0:00:53,5.47,0:00:07,3.14,0:00:01,7.37,3.39,0:00:00,4.24,0.85,0:00:00,0.85,0,0:00:00,597,308,308,246,246,21,21,19,19,3,3,0,0,64.41,725,4,4,2,2,0,0,0,0,37,37,86.29,0.89,28,0:00:16,5.54,1,40,2.9,0:00:10,23,4,3,0.21,3,0.21,7,534,77,15,22,6,7,1,1,0,4.99,9.46,171,224,202,83,48,19,21,5.99,0:01:12,4.9,20,DEF,326,0.11,26.29,1,4,5.5,4.93,0.25,0:00:17,0:00:30,0:27:28,0:05:30,0:22:00,0:13:48,0:11:33,0:11:33,0:02:04,0:02:04,0:00:06,0:00:06,0:00:04,0:00:04,0:00:00,0:00:00,0:00:00,0:00:00
1/9/2020,Player 3,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,16:38:55,16:36:30,Drill 2,9,13,2,4,0,0,4,5,20,4,18,0,0,97.17,0:00:04,0:00:13,0:00:02,0:00:05,0:00:00,0:00:00,6,4,0,4,6.86,7.91,1.36,1.71,1,5,12,8,0,2,0,0:00:07,0:00:15,0:00:07,0:00:00,0:00:01,0:00:00,9,12,5,6,0,1,1,1,0,110,110,44,44,24,24,3.45,2.03,81.74,,,,6.26,1.74,0:00:10,1.85,0:00:02,2.13,0:00:00,2.13,0,0:00:00,0,0,0:00:00,0,0,0:00:00,198,88,88,66,66,19,19,24,24,0,0,0,0,21.94,247,2,2,2,2,0,0,0,0,24,24,27.75,0.69,0,0:00:00,0,0,24,9.88,0:00:06,25,5,0,0,0,0,0,101,23,9,9,0,0,0,0,0,4.1,9.46,85,56,56,29,32,14,10,4.92,0:00:30,3.81,20,DEF,317,0.12,9.12,0,0,5.5,1.39,0.14,0:00:32,0:00:53,0:00:00,0:00:25,0:00:00,0:02:25,0:01:41,0:01:41,0:00:32,0:00:32,0:00:05,0:00:05,0:00:05,0:00:05,0:00:00,0:00:00,0:00:00,0:00:00
1/9/2020,Player 3,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,16:52:38,16:44:02,Drill 3,24,29,19,5,1,0,6,32,88,154,29,7,0,102.01,0:00:17,0:00:35,0:00:39,0:00:09,0:00:01,0:00:00,25,6,1,4,6.86,12.02,2.15,1.71,8,11,110,25,15,10,1,0:00:10,0:01:05,0:00:16,0:00:09,0:00:03,0:00:01,17,45,11,19,5,8,2,3,1,926,926,538,538,245,245,17.55,4.2,129.03,,,,50.66,10.91,0:01:03,14.82,0:00:19,11.57,0:00:05,22.77,4.75,0:00:00,11.21,2.33,0:00:00,6.46,4.13,0:00:00,1110,184,184,387,387,293,293,157,157,62,62,26,26,118.66,1336,19,19,8,8,2,2,2,2,146,146,167.79,0.89,43,0:00:06,7.94,1,233,27.1,0:00:53,244,28,87,10.16,87,10.16,13,638,198,54,67,9,13,2,4,2,5.3,9.46,738,115,257,228,276,178,57,7.94,0:03:37,4.43,19,DEF,325,0.13,56.77,4,94,5.5,1.61,1.91,0:02:19,0:01:49,0:08:58,0:00:16,0:04:03,0:08:36,0:03:26,0:03:26,0:02:55,0:02:55,0:01:24,0:01:24,0:00:34,0:00:34,0:00:10,0:00:10,0:00:03,0:00:03
1/9/2020,Player 3,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,17:06:39,16:57:48,Drill 4,25,37,16,7,0,0,7,35,165,89,29,0,0,98.28,0:00:18,0:00:55,0:00:27,0:00:08,0:00:00,0:00:00,23,7,0,4,6.86,11.9,2.12,1.71,10,17,95,17,7,6,10,0:00:16,0:01:03,0:00:12,0:00:04,0:00:03,0:00:07,23,43,10,20,4,10,3,6,3,938,938,537,537,231,231,17.88,3.93,127.24,,,,55.2,10.15,0:01:00,16.39,0:00:22,11.78,0:00:05,26.7,7.05,0:00:01,14.91,5.39,0:00:00,7.87,2.47,0:00:00,1126,188,188,401,401,306,306,158,158,61,61,12,12,120.77,1360,16,16,7,7,5,5,1,1,145,145,166.36,0.97,36,0:00:11,8.27,2,218,24.61,0:00:48,213,26,73,8.21,73,8.21,21,603,225,53,74,15,21,5,6,1,6.33,9.46,739,116,271,211,309,166,54,8.27,0:03:42,3.96,20,DEF,320,0.12,57.09,6,80,5.5,1.48,0.33,0:01:56,0:01:26,0:10:34,0:00:29,0:02:16,0:08:50,0:03:31,0:03:31,0:03:03,0:03:03,0:01:28,0:01:28,0:00:34,0:00:34,0:00:10,0:00:10,0:00:01,0:00:01
1/9/2020,Player 3,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,17:20:32,17:10:37,Drill 5,20,48,21,5,0,0,5,28,190,107,25,0,0,97.15,0:00:14,0:01:10,0:00:31,0:00:07,0:00:00,0:00:00,26,5,0,4,6.86,11.76,2.17,1.71,3,30,80,72,2,3,1,0:00:20,0:00:58,0:00:38,0:00:01,0:00:01,0:00:02,28,41,20,23,1,3,1,2,1,1078,1078,585,585,240,240,20.25,4.63,130.3,,,,70.13,12.08,0:01:09,19.82,0:00:25,13.36,0:00:05,33.46,11.39,0:00:02,20.1,6.72,0:00:00,8.71,1.99,0:00:00,1292,214,214,493,493,345,345,183,183,42,42,14,14,133.7,1506,21,21,9,9,3,3,1,1,172,172,184.78,1.08,63,0:00:12,8.03,3,228,23.02,0:00:53,233,30,56,5.66,56,5.66,29,697,258,59,88,22,29,6,7,1,7.11,9.46,827,123,342,266,332,191,37,8.03,0:04:10,3.71,21,DEF,322,0.12,65,3,62,5.5,4.86,0.08,0:02:19,0:03:46,0:03:25,0:00:26,0:03:26,0:09:54,0:03:36,0:03:36,0:03:49,0:03:49,0:01:39,0:01:39,0:00:39,0:00:39,0:00:06,0:00:06,0:00:01,0:00:01
1/9/2020,Player 4,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,17:26:31,16:22:41,Full Session,140,168,68,23,10,2,35,135,544,301,133,54,19,68.79,0:01:38,0:03:46,0:01:39,0:00:38,0:00:15,0:00:03,103,35,12,4,5.86,6.7,1.2,1.46,39,107,261,133,69,28,7,0:01:42,0:03:40,0:01:22,0:00:44,0:00:12,0:00:05,146,178,48,87,26,39,10,13,3,3251,3251,1797,1797,878,878,68.59,27.76,71.9,,,,178.39,30.63,0:03:01,49.44,0:01:05,31.36,0:00:14,78.17,20.95,0:00:04,46.81,13.9,0:00:01,25.87,11.96,0:00:00,4590,1339,1339,1454,1454,919,919,649,649,213,213,16,16,490.52,5524,46,46,43,43,20,20,1,1,575,575,645.27,0.79,217,0:02:36,7.88,11,804,12.59,0:03:04,796,94,229,3.58,229,3.58,58,1819,657,140,198,40,58,12,18,6,7.36,9.08,805,761,1417,680,926,608,197,7.88,0:03:04,5.59,20,DEF,333,0.02,225.16,20,280,5.5,24.7,6.06,0:01:37,0:02:22,0:06:12,0:00:34,0:03:12,1:03:49,0:44:33,0:44:33,0:11:50,0:11:50,0:04:24,0:04:24,0:02:22,0:02:22,0:00:35,0:00:35,0:00:02,0:00:02
1/9/2020,Player 4,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,16:36:30,16:22:42,Drill 1,47,45,10,4,3,0,7,18,54,16,7,11,0,85.94,0:00:25,0:00:48,0:00:09,0:00:03,0:00:04,0:00:00,17,7,3,4,5.86,3.77,0.69,1.46,3,13,27,15,5,4,0,0:00:29,0:00:44,0:00:10,0:00:02,0:00:01,0:00:00,43,46,9,12,1,3,2,2,0,254,254,34,34,12,12,12.55,10.85,41.64,,,,13.15,5.83,0:00:39,3.45,0:00:05,1.01,0:00:00,1.7,0.69,0:00:00,0.69,0,0:00:00,0,0,0:00:00,575,321,321,219,219,23,23,12,12,0,0,0,0,59.68,672,3,3,2,2,0,0,0,0,32,32,87.13,0.53,15,0:00:13,3.74,1,32,2.3,0:00:09,17,4,0,0,0,0,1,392,50,4,5,1,1,0,0,0,4.68,9.08,32,218,225,70,31,20,12,4.72,0:00:09,4.3,21,DEF,328,0.01,25,0,0,5.5,1.1,0.92,0:01:56,0:16:35,0:27:28,0:03:25,0:00:00,0:13:48,0:11:42,0:11:42,0:01:56,0:01:56,0:00:06,0:00:06,0:00:02,0:00:02,0:00:00,0:00:00,0:00:00,0:00:00
1/9/2020,Player 4,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,16:38:55,16:36:30,Drill 2,8,16,5,0,0,0,0,6,19,5,0,0,0,89.92,0:00:06,0:00:15,0:00:04,0:00:00,0:00:00,0:00:00,5,0,0,4,5.86,5.35,1.01,1.46,1,2,10,2,0,0,0,0:00:04,0:00:13,0:00:04,0:00:01,0:00:00,0:00:00,7,16,4,5,1,1,0,0,0,55,55,2,2,0,0,2.52,1.98,60.65,,,,9.29,0.87,0:00:05,0.58,0:00:00,0.52,0:00:00,7.43,1.65,0:00:00,6.9,1.85,0:00:00,5.26,3.41,0:00:00,147,91,91,53,53,2,2,0,0,0,0,0,0,14.85,167,0,0,0,0,0,0,0,0,1,1,18.85,1.47,0,0:00:00,0,0,1,0.31,0:00:00,0,0,0,0,0,0,7,56,7,3,10,3,7,2,4,2,3.12,9.08,1,48,64,19,15,1,0,3.22,0:00:00,2.34,21,DEF,333,-0.03,6.33,0,0,5.5,0,0,0:00:00,0:02:23,0:00:00,0:00:00,0:00:00,0:02:25,0:01:57,0:01:57,0:00:27,0:00:27,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
1/9/2020,Player 4,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,16:52:38,16:44:02,Drill 3,19,28,16,6,2,1,9,40,170,72,55,11,8,103.02,0:00:16,0:00:52,0:00:23,0:00:13,0:00:04,0:00:01,25,9,3,4,5.86,13.29,2.34,1.46,11,32,71,49,30,5,0,0:00:16,0:00:46,0:00:27,0:00:18,0:00:02,0:00:00,23,31,15,26,9,11,2,2,0,1026,1026,689,689,356,356,16.73,3.24,140.42,,,,52.77,7.65,0:00:42,16.11,0:00:20,11.58,0:00:05,24.01,5.53,0:00:01,12.44,4.55,0:00:00,6.91,2.36,0:00:00,1208,182,182,337,337,333,333,277,277,65,65,13,13,131.13,1477,13,13,14,14,7,7,1,1,201,201,189.15,0.84,94,0:01:02,7.88,4,280,32.53,0:01:01,284,31,79,9.17,79,9.17,16,427,206,53,69,11,16,4,5,1,4.87,9.08,280,100,287,195,346,206,74,7.88,0:01:01,5.59,19,DEF,341,0.04,62.68,8,104,5.5,8.56,2.66,0:00:54,0:00:48,0:03:55,0:00:14,0:01:01,0:08:36,0:03:06,0:03:06,0:02:40,0:02:40,0:01:35,0:01:35,0:01:01,0:01:01,0:00:10,0:00:10,0:00:01,0:00:01
1/9/2020,Player 4,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,17:06:39,16:57:48,Drill 4,26,30,20,4,1,0,5,34,130,129,18,4,0,92.12,0:00:18,0:00:42,0:00:35,0:00:05,0:00:01,0:00:00,25,5,1,4,5.86,11.75,2.1,1.46,10,31,53,28,14,0,7,0:00:19,0:00:38,0:00:19,0:00:11,0:00:00,0:00:05,24,28,9,19,7,10,0,3,3,913,913,503,503,233,233,16.01,4.05,126.14,,,,47.41,7.23,0:00:42,14.67,0:00:19,9,0:00:03,20.6,6.97,0:00:01,11.59,2.4,0:00:00,4.62,2.22,0:00:00,1116,203,203,410,410,271,271,160,160,73,73,1,1,119.29,1343,14,14,14,14,5,5,0,0,152,152,158.62,0.85,51,0:00:42,6.34,2,225,25.43,0:00:51,219,27,73,8.28,73,8.28,16,423,199,39,55,13,16,2,3,1,7.36,9.08,225,118,315,204,254,183,42,7.01,0:00:51,4.23,20,DEF,335,0.02,56.11,4,81,5.5,2.14,0.94,0:02:03,0:01:00,0:04:07,0:00:28,0:03:10,0:08:50,0:03:29,0:03:29,0:03:15,0:03:15,0:01:18,0:01:18,0:00:35,0:00:35,0:00:11,0:00:11,0:00:00,0:00:00
1/9/2020,Player 4,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,17:20:32,17:10:37,Drill 5,22,41,15,9,3,1,13,30,165,71,52,15,11,88.02,0:00:18,0:01:00,0:00:23,0:00:15,0:00:03,0:00:02,28,13,4,4,5.86,11.29,1.96,1.46,14,27,99,33,21,19,0,0:00:18,0:01:07,0:00:17,0:00:11,0:00:08,0:00:00,26,45,9,23,8,14,6,6,0,941,941,538,538,259,259,16.88,4.34,117.47,,,,52.96,8.66,0:00:49,14.12,0:00:19,8.91,0:00:04,22.7,4.72,0:00:00,13.79,5.1,0:00:00,9.08,3.97,0:00:00,1164,224,224,402,402,279,279,195,195,62,62,1,1,128.35,1445,15,15,13,13,7,7,0,0,183,183,161.58,0.9,57,0:00:37,7.23,4,247,24.9,0:00:57,259,31,64,6.43,64,6.43,15,491,190,40,55,9,15,4,6,2,4.98,9.08,248,135,325,185,272,189,59,7.23,0:00:57,5.35,21,DEF,332,0,58.54,7,81,5.5,11.71,1.54,0:01:16,0:01:10,0:04:13,0:00:24,0:01:53,0:09:54,0:04:27,0:04:27,0:03:13,0:03:13,0:01:20,0:01:20,0:00:42,0:00:42,0:00:10,0:00:10,0:00:00,0:00:00
1/9/2020,Player 5,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,17:26:31,16:22:41,Full Session,136,157,52,28,13,5,46,111,549,251,230,121,45,77.93,0:01:31,0:03:35,0:01:22,0:00:50,0:00:25,0:00:09,98,46,18,4,3.86,7.38,1.29,0.96,45,96,259,151,54,74,12,0:01:38,0:03:28,0:01:35,0:00:31,0:00:32,0:00:06,138,151,58,103,21,45,19,24,5,3350,3350,1948,1948,1225,1225,75.29,30.34,77.54,,,,165.08,35.59,0:03:56,40.32,0:00:53,30.68,0:00:13,71.89,16.71,0:00:03,41.22,15.55,0:00:01,24.5,8.96,0:00:00,4949,1599,1599,1402,1402,723,723,643,643,347,347,235,235,540.19,6084,36,36,39,39,17,17,9,9,448,448,726.44,0.66,775,0:03:56,9.25,14,1030,16.13,0:03:27,1060,94,582,9.11,582,9.11,52,2360,535,135,187,32,52,15,20,5,6.63,9.48334092,1031,901,1358,780,880,659,372,9.25,0:03:27,5.64,20,MID,328,-0.04,251.61,23,635,5.5,30.19,10.18,0:01:30,0:01:42,0:04:41,0:00:42,0:02:57,1:03:49,0:45:37,0:45:37,0:10:57,0:10:57,0:03:29,0:03:29,0:02:19,0:02:19,0:00:56,0:00:56,0:00:30,0:00:30
1/9/2020,Player 5,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,16:36:30,16:22:42,Drill 1,31,36,13,1,3,0,4,15,44,24,5,13,0,82.27,0:00:20,0:00:34,0:00:14,0:00:01,0:00:03,0:00:00,17,4,3,4,3.86,4.26,0.79,0.96,5,11,24,12,12,0,0,0:00:25,0:00:28,0:00:09,0:00:05,0:00:00,0:00:00,44,28,9,14,5,5,0,0,0,249,249,50,50,23,23,11.61,9.69,47.3,,,,10.02,4.3,0:00:34,2.49,0:00:03,0.25,0:00:00,0.86,0.61,0:00:00,0.61,0,0:00:00,0,0,0:00:00,653,404,404,198,198,28,28,23,23,0,0,0,0,67.4,759,4,4,3,3,0,0,0,0,38,38,91.67,0.35,0,0:00:00,0,0,38,2.77,0:00:10,33,7,0,0,0,0,1,342,33,1,2,1,1,0,0,0,3.82,9.48334092,38,244,257,73,40,22,17,5.35,0:00:10,4.37,20,MID,328,-0.01,28.51,0,0,5.5,1.21,0.16,0:06:26,0:06:34,0:00:00,0:03:33,0:00:00,0:13:48,0:11:51,0:11:51,0:01:43,0:01:43,0:00:08,0:00:08,0:00:05,0:00:05,0:00:00,0:00:00,0:00:00,0:00:00
1/9/2020,Player 5,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,16:38:55,16:36:30,Drill 2,7,16,4,2,0,0,2,5,25,7,2,0,0,111.22,0:00:04,0:00:14,0:00:05,0:00:01,0:00:00,0:00:00,6,2,0,4,3.86,6.98,1.29,0.96,0,7,18,5,0,0,0,0:00:11,0:00:15,0:00:05,0:00:00,0:00:00,0:00:00,16,16,6,6,0,0,0,0,0,104,104,2,2,0,0,2.91,2.15,77.45,,,,3.26,1.17,0:00:08,0.85,0:00:01,0.54,0:00:00,0.54,0,0:00:00,0,0,0:00:00,0,0,0:00:00,187,84,84,101,101,2,2,0,0,0,0,0,0,19.36,218,0,0,0,0,0,0,0,0,4,4,29.57,0.4,0,0:00:00,0,0,4,1.71,0:00:01,0,0,0,0,0,0,0,86,13,2,2,0,0,0,0,0,2.69,9.48334092,4,51,73,32,28,4,1,3.26,0:00:01,3.52,21,MID,337,-0.09,8.24,0,0,5.5,0.21,0,0:01:18,0:00:00,0:00:00,0:00:00,0:00:00,0:02:25,0:01:33,0:01:33,0:00:50,0:00:50,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
1/9/2020,Player 5,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,16:52:38,16:44:02,Drill 3,21,34,7,6,3,1,10,22,199,45,34,39,10,104.37,0:00:13,0:00:58,0:00:12,0:00:08,0:00:07,0:00:02,17,10,4,4,3.86,12.67,2.22,0.96,7,39,69,68,2,9,1,0:00:19,0:00:48,0:00:31,0:00:01,0:00:05,0:00:00,19,25,17,24,1,7,5,6,1,938,938,610,610,403,403,17.2,4.45,133.35,,,,43.56,8.9,0:00:57,11.75,0:00:14,9.76,0:00:04,20.11,5.17,0:00:01,10.35,3.33,0:00:00,5.19,1.85,0:00:00,1147,209,209,327,327,207,207,222,222,128,128,52,52,125.07,1408,10,10,9,9,6,6,3,3,119,119,179.07,0.71,176,0:01:13,8.78,3,300,34.85,0:00:58,321,27,181,21.01,181,21.01,14,577,148,44,58,10,14,3,4,1,5.55,9.48334092,300,112,270,191,274,213,87,8.78,0:00:58,5.33,19,MID,325,-0.05,61.49,8,211,5.5,8.49,0.58,0:00:48,0:02:21,0:11:57,0:00:16,0:05:04,0:08:36,0:03:46,0:03:46,0:02:34,0:02:34,0:00:59,0:00:59,0:00:47,0:00:47,0:00:20,0:00:20,0:00:06,0:00:06
